[2023-05-07 22:24:34,641] Register - Step 01: Navigate to 'Register' Page
[2023-05-15 00:21:02,363] Search_02 - Step 01: Input data that doesn't exist to Search textbox
[2023-05-15 00:21:52,737] Search_03 - Step 01: Input relative data to Search textbox
[2023-05-15 00:22:33,299] Search_04 - Step 01: Input absolute data to Search textbox
[2023-05-15 00:23:13,880] Search_05 - Step 01: Input valid data to Search textbox
[2023-05-15 00:23:54,473] Search_06 - Step 01: Input valid data to Search textbox
[2023-05-15 00:24:35,066] OS name = windows 10
[2023-05-15 00:24:35,066] Driver instance name = firefoxdriver: firefox on windows (ef85f75b-cc4e-4479-a295-99ec86c12893)
[2023-05-15 00:31:06,145] Pre-condition - Step 01: Click to 'Login' link
[2023-05-15 00:31:07,298] Pre-condition - Step 02: Add cookie and reload
[2023-05-15 00:31:11,686] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-15 00:31:11,795]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:31:11,795] Pre-condition - Step 04: Close success message
[2023-05-15 00:31:15,084] Pre-condition - Step 05: Click to 'Search' link
[2023-05-15 00:31:17,352] Search_01 - Step 01: Click to 'Search' button
[2023-05-15 00:31:17,410] Search_02 - Step 01: Input data that doesn't exist to Search textbox
[2023-05-15 00:31:58,015] Search_03 - Step 01: Input relative data to Search textbox
[2023-05-15 00:32:38,603] Search_04 - Step 01: Input absolute data to Search textbox
[2023-05-15 00:33:19,175] Search_05 - Step 01: Input valid data to Search textbox
[2023-05-15 00:33:59,743] Search_06 - Step 01: Input valid data to Search textbox
[2023-05-15 00:34:05,454] OS name = windows 10
[2023-05-15 00:34:05,455] Driver instance name = firefoxdriver: firefox on windows (d7c2a88c-1acb-49df-bf58-6770b28e46d4)
[2023-05-15 00:34:05,493] Failed to decode response from marionette
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-5A2TKGA', ip: '192.168.30.102', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.14'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 113.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230504192738, moz:geckodriverVersion: 0.33.0, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 17540, moz:profile: C:\Users\DELL\AppData\Local..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: d7c2a88c-1acb-49df-bf58-6770b28e46d4
[2023-05-15 00:34:33,769] Pre-condition - Step 01: Click to 'Login' link
[2023-05-15 00:34:35,015] Pre-condition - Step 02: Add cookie and reload
[2023-05-15 00:34:39,352] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-15 00:34:39,488]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:34:39,488] Pre-condition - Step 04: Close success message
[2023-05-15 00:34:42,780] Pre-condition - Step 05: Click to 'Search' link
[2023-05-15 00:34:45,067] Search_01 - Step 01: Click to 'Search' button
[2023-05-15 00:34:45,156] Search_02 - Step 01: Input data that doesn't exist to Search textbox
[2023-05-15 00:35:25,744] Search_03 - Step 01: Input relative data to Search textbox
[2023-05-15 00:36:03,274] Pre-condition - Step 01: Click to 'Login' link
[2023-05-15 00:36:04,392] Pre-condition - Step 02: Add cookie and reload
[2023-05-15 00:36:06,667] Search_04 - Step 01: Input absolute data to Search textbox
[2023-05-15 00:36:08,835] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-15 00:36:08,950]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:36:08,950] Pre-condition - Step 04: Close success message
[2023-05-15 00:36:12,243] Pre-condition - Step 05: Click to 'Search' link
[2023-05-15 00:36:13,436] Search_01 - Step 01: Click to 'Search' button
[2023-05-15 00:36:13,955] Search_01 - Step 02: Verify Error Message
[2023-05-15 00:36:14,065]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:36:14,071] Search_02 - Step 01: Input data that doesn't exist to Search textbox
[2023-05-15 00:36:14,216] Search_02 - Step 02: Click to 'Search' button
[2023-05-15 00:36:14,690] Search_02 - Step 03: Verify Error Message
[2023-05-15 00:36:14,822]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:36:14,826] Search_03 - Step 01: Input relative data to Search textbox
[2023-05-15 00:36:14,971] Search_03 - Step 02: Click to 'Search' button
[2023-05-15 00:36:15,585] Search_03 - Step 03: Verify Number of dispayed product is 2
[2023-05-15 00:36:15,678]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:36:15,681] Search_04 - Step 01: Input absolute data to Search textbox
[2023-05-15 00:36:15,832] Search_04 - Step 02: Click to 'Search' button
[2023-05-15 00:36:16,357] Search_04 - Step 03: Verify Number of dispayed product is 1
[2023-05-15 00:36:16,452]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:36:16,454] Search_05 - Step 01: Input valid data to Search textbox
[2023-05-15 00:36:16,608] Search_05 - Step 02: Check to Advanced search checkbox
[2023-05-15 00:36:16,899] Search_05 - Step 03: Choose Catogory dropdown
[2023-05-15 00:36:37,030] Search_06 - Step 01: Input valid data to Search textbox
[2023-05-15 00:36:37,180] Search_06 - Step 02: Check to Advanced search checkbox
[2023-05-15 00:36:37,250] Search_05 - Step 03: Choose Catogory dropdown
[2023-05-15 00:36:47,249] Search_05 - Step 01: Input valid data to Search textbox
[2023-05-15 00:36:57,410] OS name = windows 10
[2023-05-15 00:36:57,411] Driver instance name = firefoxdriver: firefox on windows (a27ca59a-c14f-4b3e-acc4-ee0b21a8e084)
[2023-05-15 00:37:03,093] Search_06 - Step 01: Input valid data to Search textbox
[2023-05-15 00:37:07,189] OS name = windows 10
[2023-05-15 00:37:07,190] Driver instance name = firefoxdriver: firefox on windows (149d90f8-5e8e-478a-ab7c-f8d887d52601)
[2023-05-15 00:37:11,296] java.net.ConnectException: Failed to connect to localhost/0:0:0:0:0:0:0:1:18730
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-5A2TKGA', ip: '192.168.30.102', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.14'
Driver info: driver.version: RemoteWebDriver
[2023-05-15 00:39:57,939] Pre-condition - Step 01: Click to 'Login' link
[2023-05-15 00:39:59,066] Pre-condition - Step 02: Add cookie and reload
[2023-05-15 00:40:03,474] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-15 00:40:03,639]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:40:03,640] Pre-condition - Step 04: Close success message
[2023-05-15 00:40:06,970] Pre-condition - Step 05: Click to 'Search' link
[2023-05-15 00:40:07,656] Search_01 - Step 01: Click to 'Search' button
[2023-05-15 00:40:08,175] Search_01 - Step 02: Verify Error Message
[2023-05-15 00:40:08,279]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:40:08,286] Search_02 - Step 01: Input data that doesn't exist to Search textbox
[2023-05-15 00:40:08,406] Search_02 - Step 02: Click to 'Search' button
[2023-05-15 00:40:08,965] Search_02 - Step 03: Verify Error Message
[2023-05-15 00:40:09,081]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:40:09,084] Search_03 - Step 01: Input relative data to Search textbox
[2023-05-15 00:40:09,201] Search_03 - Step 02: Click to 'Search' button
[2023-05-15 00:40:09,794] Search_03 - Step 03: Verify Number of dispayed product is 2
[2023-05-15 00:40:09,874]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:40:09,878] Search_04 - Step 01: Input absolute data to Search textbox
[2023-05-15 00:40:10,015] Search_04 - Step 02: Click to 'Search' button
[2023-05-15 00:40:10,523] Search_04 - Step 03: Verify Number of dispayed product is 1
[2023-05-15 00:40:10,611]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:40:10,616] Search_05 - Step 01: Input valid data to Search textbox
[2023-05-15 00:40:10,737] Search_05 - Step 02: Check to Advanced search checkbox
[2023-05-15 00:40:11,031] Search_05 - Step 03: Choose Catogory dropdown
[2023-05-15 00:40:11,368] Search_05 - Step 04: Click to 'Search' button
[2023-05-15 00:40:11,886] Search_05 - Step 05: Verify Error Message
[2023-05-15 00:40:11,987]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:40:11,991] Search_06 - Step 01: Input valid data to Search textbox
[2023-05-15 00:40:12,134] Search_06 - Step 02: Check to Advanced search checkbox
[2023-05-15 00:40:12,248] Search_05 - Step 03: Choose Catogory dropdown
[2023-05-15 00:40:12,340] Search_06 - Step 02: Check to Automatically search sub categories checkbox
[2023-05-15 00:40:12,630] Search_05 - Step 04: Click to 'Search' button
[2023-05-15 00:40:13,191] Search_06 - Step 05: Verify Number of dispayed product is 1
[2023-05-15 00:40:13,321]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:40:13,324] OS name = windows 10
[2023-05-15 00:40:13,324] Driver instance name = firefoxdriver: firefox on windows (91941eae-07e5-4bcb-acd6-54378c3aebdc)
[2023-05-15 00:41:32,358] Pre-condition - Step 01: Click to 'Login' link
[2023-05-15 00:41:33,479] Pre-condition - Step 02: Add cookie and reload
[2023-05-15 00:41:37,869] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-15 00:41:38,024]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:41:38,024] Pre-condition - Step 04: Close success message
[2023-05-15 00:41:41,330] My_Account_01 - Step 01: Click to My Account link
[2023-05-15 00:41:42,162] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-15 00:41:42,970] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-15 00:41:43,107] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-15 00:41:43,208] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-15 00:41:43,505] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-15 00:41:43,818] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-15 00:41:44,178] My_Account_01 - Step 08: Input to Email Textbox with value = automation123@gmail.com
[2023-05-15 00:41:44,331] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-15 00:41:44,418] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-15 00:41:47,432] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-15 00:41:47,534]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:41:47,534] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-15 00:41:47,596]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:41:47,596] My_Account_01 - Step 13: Verify value text of LastName Textbox
[2023-05-15 00:41:47,675]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:41:47,675] My_Account_01 - Step 14: Verify value text of Day Dropdown
[2023-05-15 00:42:07,794] My_Account_02 - Step 01: Click to Address link
[2023-05-15 00:42:08,538] My_Account_02 - Step 02: Click to 'Add new' button
[2023-05-15 00:42:11,319] My_Account_02 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-15 00:42:11,488] My_Account_02 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-15 00:42:11,613] My_Account_02 - Step 05: Input to Email Textbox with value = automation123@gmail.com
[2023-05-15 00:42:11,728] My_Account_02 - Step 06: Input to Company Name Textbox with value = American
[2023-05-15 00:42:11,838] My_Account_02 - Step 07: Choose Country dropdown with value = Viet Nam
[2023-05-15 00:42:12,157] My_Account_02 - Step 08: Choose State / province dropdown with value = Other
[2023-05-15 00:42:12,251] My_Account_02 - Step 09: Input to City Textbox with value = Ha Noi
[2023-05-15 00:42:12,365] My_Account_02 - Step 10: Input to Address1 Textbox with value = 15 Truong Dinh
[2023-05-15 00:42:12,489] My_Account_02 - Step 11: Input to Address2 Textbox with value = 2 Pham Van Bach
[2023-05-15 00:42:12,613] My_Account_02 - Step 12: Input to Zip / postal code Textbox with value = 55000
[2023-05-15 00:42:12,716] My_Account_02 - Step 13: Input to Phone number Textbox with value = 012345678
[2023-05-15 00:42:12,813] My_Account_02 - Step 14: Input to Fax number Textbox with value = 097412345
[2023-05-15 00:42:12,931] My_Account_02 - Step 15: Click to 'Save' button
[2023-05-15 00:42:16,047] My_Account_02 - Step 16: Verify value text of FirstName and LastName
[2023-05-15 00:42:16,117]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:42:16,117] My_Account_02 - Step 18: Verify value text of Email 
[2023-05-15 00:42:16,163]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:42:16,163] My_Account_02 - Step 19: Verify value text of Company Name
[2023-05-15 00:42:16,210]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:42:16,210] My_Account_02 - Step 20: Verify value text of Country 
[2023-05-15 00:42:16,276]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:42:16,276] My_Account_02 - Step 22: Verify value text of City and Zip
[2023-05-15 00:42:16,350]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:42:16,350] My_Account_02 - Step 23: Verify value text of Address1
[2023-05-15 00:42:16,411]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:42:16,412] My_Account_02 - Step 24: Verify value text of Address2
[2023-05-15 00:42:16,458]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:42:16,458] My_Account_02 - Step 26: Verify value text of Phone number 
[2023-05-15 00:42:16,523]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:42:16,523] My_Account_02 - Step 27: Verify value text of Fax number
[2023-05-15 00:42:16,569]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:42:16,573] OS name = windows 10
[2023-05-15 00:42:16,573] Driver instance name = firefoxdriver: firefox on windows (466bb070-8f2c-4f39-94a6-336acc450cb3)
[2023-05-15 00:54:40,110] Pre-condition - Step 01: Click to 'Login' link
[2023-05-15 00:54:41,269] Pre-condition - Step 02: Add cookie and reload
[2023-05-15 00:54:45,765] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-15 00:54:45,892]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:54:45,893] Pre-condition - Step 04: Close success message
[2023-05-15 00:54:49,246] My_Account_01 - Step 01: Click to My Account link
[2023-05-15 00:54:50,335] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-15 00:54:50,723] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-15 00:54:50,838] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-15 00:54:50,950] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-15 00:54:51,279] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-15 00:54:51,626] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-15 00:54:52,013] My_Account_01 - Step 08: Input to Email Textbox with value = automation123@gmail.com
[2023-05-15 00:54:52,181] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-15 00:54:52,306] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-15 00:54:54,833] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-15 00:54:54,902]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:54:54,902] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-15 00:54:54,964]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:54:54,964] My_Account_01 - Step 13: Verify value text of LastName Textbox
[2023-05-15 00:54:55,027]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:54:55,027] My_Account_01 - Step 14: Verify value text of Day Dropdown
[2023-05-15 00:55:15,146] My_Account_02 - Step 01: Click to Address link
[2023-05-15 00:55:15,877] My_Account_02 - Step 02: Click to 'Add new' button
[2023-05-15 00:55:18,638] My_Account_02 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-15 00:55:18,784] My_Account_02 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-15 00:55:18,893] My_Account_02 - Step 05: Input to Email Textbox with value = automation123@gmail.com
[2023-05-15 00:55:19,003] My_Account_02 - Step 06: Input to Company Name Textbox with value = American
[2023-05-15 00:55:19,109] My_Account_02 - Step 07: Choose Country dropdown with value = Viet Nam
[2023-05-15 00:55:19,427] My_Account_02 - Step 08: Choose State / province dropdown with value = Other
[2023-05-15 00:55:19,503] My_Account_02 - Step 09: Input to City Textbox with value = Ha Noi
[2023-05-15 00:55:19,583] My_Account_02 - Step 10: Input to Address1 Textbox with value = 15 Truong Dinh
[2023-05-15 00:55:19,678] My_Account_02 - Step 11: Input to Address2 Textbox with value = 2 Pham Van Bach
[2023-05-15 00:55:19,790] My_Account_02 - Step 12: Input to Zip / postal code Textbox with value = 55000
[2023-05-15 00:55:19,887] My_Account_02 - Step 13: Input to Phone number Textbox with value = 012345678
[2023-05-15 00:55:19,998] My_Account_02 - Step 14: Input to Fax number Textbox with value = 097412345
[2023-05-15 00:55:20,106] My_Account_02 - Step 15: Click to 'Save' button
[2023-05-15 00:55:23,208] My_Account_02 - Step 16: Verify value text of FirstName and LastName
[2023-05-15 00:55:23,347]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:55:23,347] My_Account_02 - Step 18: Verify value text of Email 
[2023-05-15 00:55:23,423]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:55:23,423] My_Account_02 - Step 19: Verify value text of Company Name
[2023-05-15 00:55:23,480]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:55:23,480] My_Account_02 - Step 20: Verify value text of Country 
[2023-05-15 00:55:23,527]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:55:23,527] My_Account_02 - Step 22: Verify value text of City and Zip
[2023-05-15 00:55:23,606]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:55:23,606] My_Account_02 - Step 23: Verify value text of Address1
[2023-05-15 00:55:23,714]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:55:23,715] My_Account_02 - Step 24: Verify value text of Address2
[2023-05-15 00:55:23,762]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:55:23,762] My_Account_02 - Step 26: Verify value text of Phone number 
[2023-05-15 00:55:23,811]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:55:23,811] My_Account_02 - Step 27: Verify value text of Fax number
[2023-05-15 00:55:23,894]  -------------------------- PASSED -------------------------- 
[2023-05-15 00:55:23,897] OS name = windows 10
[2023-05-15 00:55:23,898] Driver instance name = firefoxdriver: firefox on windows (7c823c7a-b1f3-4053-84e7-17874629c2e1)
[2023-05-15 01:04:24,212] Pre-condition - Step 01: Click to 'Login' link
[2023-05-15 01:04:25,490] Pre-condition - Step 02: Add cookie and reload
[2023-05-15 01:04:29,809] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-15 01:04:29,948]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:29,948] Pre-condition - Step 04: Close success message
[2023-05-15 01:04:33,282] My_Account_01 - Step 01: Click to My Account link
[2023-05-15 01:04:34,531] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-15 01:04:35,326] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-15 01:04:35,431] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-15 01:04:35,533] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-15 01:04:35,845] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-15 01:04:36,154] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-15 01:04:36,466] My_Account_01 - Step 08: Input to Email Textbox with value = automation123@gmail.com
[2023-05-15 01:04:36,585] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-15 01:04:36,679] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-15 01:04:39,391] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-15 01:04:39,443]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:39,443] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-15 01:04:39,525]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:39,525] My_Account_01 - Step 13: Verify value text of LastName Textbox
[2023-05-15 01:04:39,607]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:39,608] My_Account_01 - Step 14: Verify value text of Day Dropdown
[2023-05-15 01:04:39,768]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:39,768] My_Account_01 - Step 15: Verify value text of Month Dropdown
[2023-05-15 01:04:39,780] My_Account_02 - Step 01: Click to Address link
[2023-05-15 01:04:40,488] My_Account_02 - Step 02: Click to 'Add new' button
[2023-05-15 01:04:43,288] My_Account_02 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-15 01:04:43,420] My_Account_02 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-15 01:04:43,549] My_Account_02 - Step 05: Input to Email Textbox with value = automation123@gmail.com
[2023-05-15 01:04:43,674] My_Account_02 - Step 06: Input to Company Name Textbox with value = American
[2023-05-15 01:04:43,779] My_Account_02 - Step 07: Choose Country dropdown with value = Viet Nam
[2023-05-15 01:04:44,107] My_Account_02 - Step 08: Choose State / province dropdown with value = Other
[2023-05-15 01:04:44,239] My_Account_02 - Step 09: Input to City Textbox with value = Ha Noi
[2023-05-15 01:04:44,387] My_Account_02 - Step 10: Input to Address1 Textbox with value = 15 Truong Dinh
[2023-05-15 01:04:44,517] My_Account_02 - Step 11: Input to Address2 Textbox with value = 2 Pham Van Bach
[2023-05-15 01:04:44,634] My_Account_02 - Step 12: Input to Zip / postal code Textbox with value = 55000
[2023-05-15 01:04:44,738] My_Account_02 - Step 13: Input to Phone number Textbox with value = 012345678
[2023-05-15 01:04:44,839] My_Account_02 - Step 14: Input to Fax number Textbox with value = 097412345
[2023-05-15 01:04:44,944] My_Account_02 - Step 15: Click to 'Save' button
[2023-05-15 01:04:47,798] My_Account_02 - Step 16: Verify value text of FirstName and LastName
[2023-05-15 01:04:47,870]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:47,870] My_Account_02 - Step 18: Verify value text of Email 
[2023-05-15 01:04:47,933]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:47,934] My_Account_02 - Step 19: Verify value text of Company Name
[2023-05-15 01:04:47,996]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:47,996] My_Account_02 - Step 20: Verify value text of Country 
[2023-05-15 01:04:48,056]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:48,056] My_Account_02 - Step 22: Verify value text of City and Zip
[2023-05-15 01:04:48,119]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:48,119] My_Account_02 - Step 23: Verify value text of Address1
[2023-05-15 01:04:48,183]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:48,183] My_Account_02 - Step 24: Verify value text of Address2
[2023-05-15 01:04:48,241]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:48,242] My_Account_02 - Step 26: Verify value text of Phone number 
[2023-05-15 01:04:48,291]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:48,291] My_Account_02 - Step 27: Verify value text of Fax number
[2023-05-15 01:04:48,367]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:04:48,370] OS name = windows 10
[2023-05-15 01:04:48,371] Driver instance name = firefoxdriver: firefox on windows (e992379b-8409-4afc-b159-a751ffbb9b99)
[2023-05-15 01:07:14,393] Pre-condition - Step 01: Click to 'Login' link
[2023-05-15 01:07:15,587] Pre-condition - Step 02: Add cookie and reload
[2023-05-15 01:07:19,870] Pre-condition - Step 03: Verify MyAccount link is displayed
[2023-05-15 01:07:20,059]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:07:20,059] Pre-condition - Step 04: Close success message
[2023-05-15 01:07:23,379] My_Account_01 - Step 01: Click to My Account link
[2023-05-15 01:07:23,875] My_Account_01 - Step 02: Choose Female Radio button
[2023-05-15 01:07:24,203] My_Account_01 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-15 01:07:24,324] My_Account_01 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-15 01:07:24,429] My_Account_01 - Step 05: Choose Day dropdown with value = 10
[2023-05-15 01:07:24,769] My_Account_01 - Step 06: Choose Day dropdown with value = July
[2023-05-15 01:07:25,093] My_Account_01 - Step 07: Choose Day dropdown with value = 1997
[2023-05-15 01:07:25,405] My_Account_01 - Step 08: Input to Email Textbox with value = automation123@gmail.com
[2023-05-15 01:07:25,593] My_Account_01 - Step 09: Input to Company Name Textbox with value = American
[2023-05-15 01:07:25,685] My_Account_01 - Step 10: Click to 'Save' button
[2023-05-15 01:07:28,196] My_Account_01 - Step 11: Verify status of Radio Button
[2023-05-15 01:07:28,247]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:07:28,247] My_Account_01 - Step 12: Verify value text of FirstName Textbox
[2023-05-15 01:07:28,310]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:07:28,310] My_Account_01 - Step 13: Verify value text of LastName Textbox
[2023-05-15 01:07:28,388]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:07:28,388] My_Account_01 - Step 14: Verify value text of Day Dropdown
[2023-05-15 01:07:28,527]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:07:28,527] My_Account_01 - Step 15: Verify value text of Month Dropdown
[2023-05-15 01:07:28,637]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:07:28,637] My_Account_01 - Step 16: Verify value text of Year Dropdown
[2023-05-15 01:07:28,973]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:07:28,973] My_Account_01 - Step 17: Verify value text of Email Textbox
[2023-05-15 01:07:29,031]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:07:29,031] My_Account_01 - Step 18: Verify value text of Company Name Textbox
[2023-05-15 01:07:29,090]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:07:29,096] My_Account_02 - Step 01: Click to Address link
[2023-05-15 01:07:29,539] My_Account_02 - Step 02: Click to 'Add new' button
[2023-05-15 01:07:32,056] My_Account_02 - Step 03: Input to FirstName Textbox with value = Jerry
[2023-05-15 01:07:32,192] My_Account_02 - Step 04: Input to LastName Textbox with value = Tom
[2023-05-15 01:07:32,311] My_Account_02 - Step 05: Input to Email Textbox with value = automation123@gmail.com
[2023-05-15 01:07:32,435] My_Account_02 - Step 06: Input to Company Name Textbox with value = American
[2023-05-15 01:07:32,533] My_Account_02 - Step 07: Choose Country dropdown with value = Viet Nam
[2023-05-15 01:07:32,866] My_Account_02 - Step 08: Choose State / province dropdown with value = Other
[2023-05-15 01:07:32,952] My_Account_02 - Step 09: Input to City Textbox with value = Ha Noi
[2023-05-15 01:07:33,040] My_Account_02 - Step 10: Input to Address1 Textbox with value = 15 Truong Dinh
[2023-05-15 01:07:33,167] My_Account_02 - Step 11: Input to Address2 Textbox with value = 2 Pham Van Bach
[2023-05-15 01:07:33,287] My_Account_02 - Step 12: Input to Zip / postal code Textbox with value = 55000
[2023-05-15 01:07:33,392] My_Account_02 - Step 13: Input to Phone number Textbox with value = 012345678
[2023-05-15 01:07:33,507] My_Account_02 - Step 14: Input to Fax number Textbox with value = 097412345
[2023-05-15 01:07:33,629] My_Account_02 - Step 15: Click to 'Save' button
[2023-05-15 01:07:36,392] My_Account_02 - Step 16: Verify value text of FirstName and LastName
[2023-05-15 01:07:36,466]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:07:36,466] My_Account_02 - Step 18: Verify value text of Email 
[2023-05-15 01:07:36,530]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:07:36,530] My_Account_02 - Step 19: Verify value text of Company Name
